,fecha,producto,categoria,cantidad,precio_unitario,medida,total,cantidad_log
2261,2024-04-30,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
2262,2024-09-16,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
2263,2023-03-14,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2264,2023-09-24,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2265,2024-05-27,Yogurt,Bebidas,6,0.55,u,3.3,1.9459101490553132
2266,2024-03-11,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
2267,2024-09-10,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2268,2023-09-18,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
2269,2023-12-27,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
2270,2023-08-29,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2271,2023-09-08,Pollo,Granos,6,0.95,kg,5.7,1.9459101490553132
2272,2024-08-08,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2273,2024-03-21,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
2274,2024-05-12,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2275,2024-09-20,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2276,2023-07-12,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
2277,2024-10-19,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2278,2023-03-06,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
2279,2024-06-20,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2281,2024-01-25,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
2282,2023-04-22,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2283,2024-01-03,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
2284,2024-10-07,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
2285,2024-03-01,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2286,2024-01-20,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
2287,2023-10-12,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
2288,2024-08-15,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2289,2024-07-30,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
2290,2024-04-29,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
2291,2024-08-31,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2292,2023-06-03,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
2293,2023-10-13,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
2294,2024-02-03,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
2295,2024-03-04,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
2297,2024-08-25,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2298,2024-09-25,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2299,2023-06-26,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2300,2024-05-30,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
2301,2024-11-18,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
2302,2023-11-05,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
2303,2024-01-23,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
2304,2023-06-25,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2305,2023-11-18,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2306,2023-12-15,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
2307,2024-08-11,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2308,2024-08-08,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2309,2024-05-30,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2310,2023-04-14,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
2311,2023-09-14,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2312,2024-08-08,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
2313,2023-06-07,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
2314,2024-09-01,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2315,2023-03-08,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2316,2023-10-02,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
2317,2024-05-08,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
2318,2023-09-27,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2319,2024-05-19,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
2320,2023-08-05,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2321,2024-06-13,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2322,2023-04-08,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
2323,2023-05-15,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
2324,2023-08-30,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2326,2024-10-09,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
2327,2023-11-20,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
2328,2024-04-01,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2329,2024-04-18,Jamón,Carnes,6,0.9,kg,5.4,1.9459101490553132
2330,2024-01-18,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2331,2024-04-02,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
2332,2024-08-29,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2333,2024-11-23,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
2334,2024-10-20,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
2335,2023-05-14,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
2336,2024-07-27,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2337,2023-12-22,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
2338,2024-11-11,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2339,2023-12-14,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
2341,2023-04-01,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
2342,2023-08-08,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
2343,2023-10-12,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2344,2024-04-04,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2345,2023-12-28,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2346,2023-12-31,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2347,2023-03-12,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2348,2024-09-19,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2350,2023-03-06,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2351,2024-10-31,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
2352,2024-09-01,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
2353,2023-05-27,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2354,2023-10-02,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2355,2023-10-03,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
2356,2024-08-06,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2357,2023-08-12,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2358,2023-10-13,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2359,2023-11-14,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
2360,2023-06-26,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
2361,2024-10-01,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
2362,2024-09-13,Leche entera,Granos,6,5.0,u,30.0,1.9459101490553132
2364,2023-12-23,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2366,2023-09-19,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2367,2024-07-11,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2368,2024-02-29,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2369,2023-10-27,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
2370,2023-12-17,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
2371,2023-05-11,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
2372,2024-01-20,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
2373,2024-06-04,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
2374,2024-11-21,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
2375,2024-10-19,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2376,2024-09-30,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2377,2024-03-08,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2378,2024-05-12,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
2379,2023-03-05,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2380,2023-11-08,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
2381,2024-05-20,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
2383,2024-02-03,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2384,2024-06-16,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
2385,2024-03-02,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
2386,2024-07-11,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
2387,2023-06-20,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2388,2024-11-11,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2389,2023-12-13,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2390,2024-09-02,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
2391,2023-11-25,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
2392,2023-05-17,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2393,2024-08-01,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
2394,2024-10-16,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2395,2024-04-18,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2396,2023-10-04,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
2397,2024-09-15,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2398,2024-09-07,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
2399,2024-06-26,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2400,2024-03-09,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2401,2023-10-15,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2403,2024-06-18,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2404,2024-08-04,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2405,2024-04-10,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
2406,2024-07-27,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
2407,2023-10-31,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
2408,2023-08-17,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2409,2023-07-22,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
2410,2023-08-11,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
2411,2024-09-30,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2412,2023-07-28,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2413,2024-03-02,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2414,2023-10-11,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2415,2023-10-24,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2416,2023-11-26,Pollo,Granos,7,0.95,kg,6.65,2.0794415416798357
2417,2023-10-26,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
2418,2023-09-28,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
2419,2024-03-04,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2420,2024-06-23,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2421,2023-04-17,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2422,2024-01-26,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
2423,2024-08-15,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2424,2023-11-25,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2425,2024-09-08,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2426,2023-08-26,Yogurt,Bebidas,6,0.55,u,3.3,1.9459101490553132
2427,2024-03-22,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2428,2024-10-22,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
2429,2024-08-11,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
2430,2024-03-20,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2432,2024-02-25,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2433,2024-07-11,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2434,2024-11-08,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2435,2024-07-26,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2436,2024-05-24,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2437,2023-10-22,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
2438,2024-08-08,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
2439,2023-10-03,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2441,2024-03-05,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2442,2023-06-30,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
2443,2024-04-28,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
2444,2023-06-25,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2445,2024-07-03,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2446,2023-10-02,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2447,2023-08-13,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
2448,2023-03-23,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2449,2023-04-14,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
2450,2024-10-08,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2451,2023-08-12,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
2452,2024-08-06,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2453,2024-10-07,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
2454,2023-04-27,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2456,2024-08-11,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2457,2024-11-03,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2458,2023-03-20,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
2459,2023-05-27,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
2460,2024-06-02,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
2461,2024-06-25,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
2462,2023-08-22,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2464,2023-07-25,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
2465,2023-09-03,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2466,2024-08-05,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
2467,2023-08-19,Pasta de Tomate,Lácteos,5,1.5,u,7.5,1.791759469228055
2468,2024-06-07,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
2469,2024-10-25,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2470,2023-10-22,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2471,2024-03-29,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2472,2023-06-20,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
2473,2023-09-24,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2474,2024-07-29,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
2475,2023-08-01,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2476,2023-06-07,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
2477,2024-06-30,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
2478,2024-11-04,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2479,2024-08-26,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2480,2023-06-29,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2481,2024-07-06,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
2482,2024-11-07,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2483,2023-03-02,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2484,2024-08-16,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2485,2024-03-14,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2487,2023-10-21,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
2489,2024-10-24,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
2490,2023-06-09,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2492,2024-07-01,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2493,2023-05-25,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
2494,2024-11-02,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2495,2024-04-22,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2497,2023-03-08,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2498,2024-08-17,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
2499,2024-08-14,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
2500,2024-03-19,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
2501,2024-01-18,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
2502,2024-03-05,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
2503,2023-08-06,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
2504,2024-10-20,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2505,2023-11-23,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
2506,2024-05-07,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2507,2024-03-09,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2508,2023-12-08,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
2509,2023-09-25,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2510,2024-09-16,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2511,2024-07-07,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2512,2024-03-14,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2513,2024-09-19,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
2514,2023-11-15,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
2515,2024-10-12,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2517,2023-06-30,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
2518,2024-05-31,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
2519,2023-06-11,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2520,2024-08-02,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
2521,2024-02-10,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2522,2024-11-18,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
2523,2023-08-12,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
2524,2023-03-06,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2525,2023-07-27,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2526,2024-11-04,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2527,2023-05-30,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2528,2023-11-25,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
2529,2024-03-14,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
2530,2024-11-13,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
2531,2024-03-28,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2532,2024-11-18,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
2533,2023-12-19,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2534,2023-04-28,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
2535,2024-07-19,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2536,2023-03-11,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
2537,2024-08-12,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
2538,2023-09-16,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
2539,2024-11-03,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2540,2024-08-10,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
2541,2024-11-19,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
2542,2023-04-06,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
2543,2023-10-31,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2544,2023-08-09,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2545,2023-12-08,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2547,2024-04-19,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
2548,2023-09-22,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
2551,2023-12-17,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2552,2024-10-17,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2553,2024-02-19,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2554,2023-10-18,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2555,2023-09-16,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
2556,2024-04-17,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
2557,2023-03-05,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
2558,2023-08-27,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2560,2024-09-23,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
2561,2024-07-28,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
2562,2024-02-12,Pasta de Tomate,Lácteos,5,1.5,u,7.5,1.791759469228055
2563,2024-08-07,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
2564,2024-09-01,Pasta de Tomate,Lácteos,5,1.5,u,7.5,1.791759469228055
2565,2023-11-12,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2566,2024-03-21,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2567,2024-07-08,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
2568,2024-02-11,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
2569,2024-06-14,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2570,2023-03-29,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2571,2023-06-28,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2572,2023-05-09,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2573,2023-10-12,Refresco,Carnes,6,0.45,u,2.7,1.9459101490553132
2574,2024-01-18,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
2575,2024-02-25,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2576,2024-08-30,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2577,2023-11-25,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
2578,2023-12-20,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
2579,2024-04-12,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2580,2023-05-17,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
2581,2023-08-30,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
2582,2024-01-16,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
2583,2023-10-10,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2585,2023-09-11,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
2586,2023-09-21,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
2587,2023-11-03,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
2588,2023-09-28,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
2589,2023-09-24,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
2590,2024-11-23,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
2591,2023-08-07,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2592,2023-07-01,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
2593,2024-07-17,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
2594,2023-03-07,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2595,2023-04-13,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
2596,2024-03-15,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
2597,2024-01-17,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
2598,2024-10-09,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2599,2024-07-15,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2600,2024-08-05,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2602,2024-10-11,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
2603,2023-04-25,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2604,2024-05-07,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
2605,2024-09-04,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2606,2024-07-27,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2607,2024-04-07,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
2608,2024-06-11,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2609,2024-08-12,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
2610,2024-01-18,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2611,2023-03-13,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
